% Model:              ParameterStudy_2Array_bu_V2.mph
% Version:            COMSOL 5.2.0.166
% Date:               May 29 2017, 18:22
% Table:              Table 1 - bu_b (acpr.p_t*2*pi*r)
% freq (Hz)                                       g=0.02, acpr.p_t*2*pi*r (N)                       g=0.04, acpr.p_t*2*pi*r (N)                       g=0.06, acpr.p_t*2*pi*r (N)                       g=0.08, acpr.p_t*2*pi*r (N)                       g=0.1, acpr.p_t*2*pi*r (N)                        g=0.12, acpr.p_t*2*pi*r (N)                       g=0.14, acpr.p_t*2*pi*r (N)                       g=0.16, acpr.p_t*2*pi*r (N)                       g=0.18, acpr.p_t*2*pi*r (N)                       g=0.2, acpr.p_t*2*pi*r (N)
1050                                              21220.71451282154+70601.07516290108i              21243.975039668378+70542.70220595902i             21258.559772804772+70493.1620926033i              21263.97118041256+70442.97597624114i              21261.45404395341+70397.24183049583i              21251.62861327462+70354.18409731307i              21235.48681857571+70314.37105690534i              21214.125421436773+70278.84215677656i             21188.9805763944+70251.44307818184i               21160.608183184217+70227.31866313724i
1055                                              21438.855041016854+70911.75534843373i             21461.1239301043+70852.1114800643i                21474.561163955328+70801.58139266999i             21478.695216123862+70750.63940739926i             21474.825771998847+70704.41403343594i             21463.613758523796+70661.11344528812i             21446.09491975811+70621.29759311775i              21423.407736178877+70585.9946154368i              21397.031924666608+70559.05084821692i             21367.54636707965+70535.5566037197i
1060                                              21658.19672125986+71221.76333415273i              21679.43066183905+71160.86129688345i              21691.68056308024+71109.36265308304i              21694.502040021714+71057.69386598878i             21689.25097653669+71011.01288191558i              21676.629876130974+70967.51027085325i             21657.719016867883+70927.736219909i               21633.699070865023+70892.70604378525i             21606.093604275862+70866.26521757543i             21575.504274416417+70843.44790389274i
1065                                              21878.73281058918+71531.09195864401i              21898.88841949465+71468.9456470647i               21909.911393902632+71416.50107189304i             21911.38562353962+71364.13575520345i              21904.724474689097+71317.0359242008i              21890.672904716845+71273.37315234524i             21870.35641478203+71233.6863798342i               21844.998301622858+71198.97653739256i             21816.16622107067+71173.08668524862i              21784.484343209155+71150.99318719085i
1070                                              22100.45633991396+71839.73437031527i              22119.490169969336+71776.358843517i               22129.2468794937+71722.9921727863i                22129.339761422376+71669.96179729744i             22121.240935606435+71622.48101036581i             22105.738666273526+71578.70094177575i             22084.004333403755+71539.14775014714i             22057.304249275352+71504.80637725139i             22027.250350979804+71479.51587692196i             21994.48900052646+71458.19313704068i
1075                                              22323.360125174804+72147.68404798304i             22341.228674116326+72083.09554454457i             22349.680054333887+72028.83183009531i             22348.358083905725+71975.16905975477i             22338.79489256415+71927.34631911019i              22321.822877830265+71883.49279173212i             22298.659918565107+71844.12026940758i             22270.61568910445+71810.19605573396i              22239.346548260924+71785.55357010984i             22205.520668778496+71765.04852089463i
1080                                              22547.43678067974+72454.93482184484i              22564.096500935502+72389.15077726704i             22571.20377916968+72334.01629403714i              22568.434071998407+72279.7549816861i              22557.380758317624+72231.63038470753i             22538.92116654557+72187.74818240569i              22514.32025645912+72148.60416413104i              22484.931364187807+72115.14630255569i             22452.455357319144+72091.20071916991i             22417.58177563851+72071.5602142966i
1085                                              22772.678734696197+72761.48089443427i             22788.086044426807+72694.51996111016i             22793.810758824056+72638.54221587568i             22789.56107594146+72583.71740009228i              22776.99284386584+72535.3321237515i               22757.029088341358+72491.46694830006i             22730.98239168862+72452.59997508572i              22700.25000240962+72419.65811032694i              22666.577328203417+72396.45847991151i             22630.674767550598+72377.72922445237i
1090                                              22999.07824749474+73067.31686144309i              23013.189543198572+72999.19893087738i             23017.49356311889+72942.40667269638i              23011.732337033798+72887.05457558701i             22997.62538072318+72838.45086128586i              22976.14215016315+72794.64930427352i              22948.643349013113+72756.10858279347i             22916.57033720503+72723.7327592586i               22881.713035818826+72701.32823335915i             22844.802126935534+72683.55671288414i
1095                                              23226.627431911562+73372.43773206904i             23239.399103002608+73303.1839593579i              23242.244650928373+73245.60719145107i             23234.941012790834+73189.76521726642i             23219.27254669912+73140.98635592869i              23196.255835856507+73097.29587042535i             23167.300158807033+73059.13123185463i             23133.891131971788+73027.37184056973i             23097.863102799118+73005.81160803698i             23059.96639296312+72989.04401669557i
1100                                              23455.31827652072+73676.8389486273i               23466.706722149393+73606.47177889287i             23468.056397419172+73548.14177183012i             23459.180205500525+73491.84850628348i             23441.928495231907+73442.93882356488i             23417.365635688213+73399.40769545532i             23386.949886133076+73361.66955354538i             23352.211208170967+73330.57727816036i             23315.02822596167+73309.91050060888i              23276.170185843916+73294.19266801371i
1105                                              23685.142671447153+73980.51640504731i             23695.104319907823+73909.0596016631i              23694.921124536515+73850.00890767314i             23684.44299417685+73793.30411771635i              23665.587388206313+73744.30895916582i             23639.467079420196+73700.98627799794i             23607.589663419774+73663.72558639124i             23571.5294769193+73633.35134808588i               23533.209206270003+73613.62709413536i             23493.416234496348+73599.00441119008i
1110                                              23916.092436853654+74283.46646397401i             23924.58376781975+74210.94513830589i              23922.83113454834+74151.20760643421i              23910.722469772543+74094.13224030654i             23890.243432167324+74045.09795631298i             23862.555772790904+74002.0335855021i              23829.21672655316+73965.30179403436i              23791.84497399968+73935.69669537737i              23752.40698198158+73916.96387379672i              23711.707407367187+73903.48121728763i
1115                                              24148.159354005857+74585.68597208834i             24155.136923891652+74512.12661446135i             24151.778746704265+74451.73740631818i             24138.01177358516+74394.33359365493i              24115.890917746787+74345.30752396218i             24086.627437273368+74302.55207023084i             24051.828454201248+74266.40108027338i             24013.156897997906+74237.61634779193i             23972.62266504782+74219.92363928651i              23931.046746172186+74207.62529543835i
