% Model:              ParameterStudy_2Array_r1u_V2.mph
% Version:            COMSOL 5.2.0.166
% Date:               May 29 2017, 17:16
% Table:              Table 4 - r1u_r1 (acpr.p_t*2*pi*a)
% freq (Hz)                                       g=0.02, acpr.p_t*2*pi*a (N)                       g=0.04, acpr.p_t*2*pi*a (N)                       g=0.06, acpr.p_t*2*pi*a (N)                       g=0.08, acpr.p_t*2*pi*a (N)                       g=0.1, acpr.p_t*2*pi*a (N)                        g=0.12, acpr.p_t*2*pi*a (N)                       g=0.14, acpr.p_t*2*pi*a (N)                       g=0.16, acpr.p_t*2*pi*a (N)                       g=0.18, acpr.p_t*2*pi*a (N)                       g=0.2, acpr.p_t*2*pi*a (N)
1065                                              66415.69865497894+129411.36601971809i             66758.13816873604+129588.35110785777i             67094.24865378939+129707.68261427032i             67416.59515824332+129768.12718147083i             67718.52346939866+129773.27239299558i             67994.95587870295+129731.52593612374i             68241.88979480587+129651.99311862675i             68456.42364584528+129538.26601640308i             68636.57929908168+129401.84024692416i             68781.70085448862+129246.94939966616i
1070                                              66851.86244024643+129769.89332220021i             67200.75701376503+129944.22011606858i             67542.39013134011+130059.97815299731i             67869.23819935875+130116.10528580695i             68174.58956677066+130116.39350634064i             68453.34692899186+130069.46368052062i             68701.51877219624+129984.63006406405i             68916.2436899042+129865.65555602389i              69095.608998476+129724.2311904771i                69239.04998472014+129564.72558648385i
1075                                              67287.78547483357+130126.45653634536i             67643.16030091896+130297.98880203205i             67990.31472189543+130410.04022016827i             68321.63795331692+130461.72461531415i             68630.36315367551+130457.0429717348i              68911.37631306947+130404.83322240229i             69160.7004627678+130314.621876298i                69375.51830259908+130190.3452660216i              69553.98690992121+130043.89173379965i             69695.6372496809+129879.7658556608i
1080                                              67723.44853600381+130481.09477850824i             68085.32616289354+130649.69368021465i             68437.99775688366+130757.90319542946i             68773.76689058307+130805.01792593105i             69085.81388644532+130795.2524628334i              69369.01102896166+130737.66570471457i             69619.39947295288+130641.99971012301i             69834.21007481437+130512.3668258144i              70011.67408922622+130360.85454250895i             70151.42274359062+130192.10424710401i
1085                                              68158.83544267496+130833.84828943116i             68527.23558192758+130999.37245235358i             68885.41723196802+131103.6027093618i              69225.59996906688+131146.01928786217i             69540.91374273303+131131.05502881794i             69826.22024220377+131067.99370367905i             70077.58243676399+130966.79620583958i             70292.28350031609+130831.75344465327i             70468.63338646432+130675.15384597091i             70606.36826268099+130501.77638503273i
1090                                              68593.93315860424+131184.75815135753i             68968.87249516728+131347.06374232186i             69332.55391405901+131447.17539593566i             69677.11474256798+131484.7638551115i              69995.6371307687+131464.48488096034i              70282.97539540083+131395.85103178947i             70535.2181252616+131289.04530813912i              70749.70508462618+131148.53969592176i             70924.8295537439+130986.82528629994i              71060.43741132424+130808.8193408883i
1095                                              69028.73186824846+131533.86599570056i             69410.22387455213+131692.80682159337i             69779.39142486696+131788.65863549503i             70128.29144724968+131821.28762583845i             70449.96097834875+131795.57716981677i             70739.25029933482+131721.27253163606i             70992.27753917112+131608.78207608382i             71206.44343854718+131462.76134261044i             71380.22933919448+131295.90575868805i             71513.59569583289+131113.2714880069i
1100                                              69463.22502469773+131881.2137042012i              69851.27978046701+132036.64132776545i             70225.91629978851+132128.09029055788i             70579.11306545624+132155.62719526302i             70903.86480100159+132124.3677550861i              71195.02120480065+132044.29386220707i             71448.73398383599+131926.04248547318i             71662.4693557661+131774.45515536776i              71834.80156641545+131602.43324459917i             71965.81060523466+131415.1723490531i
1105                                              69897.40936891377+132226.84310598325i             70292.03338865939+132378.606978677i               70672.11802193082+132465.5084368815i              71029.56536629226+132487.81950356966i             71357.33074854445+132450.89296997793i             71650.26685460999+132364.95127959774i             71904.56312605613+132240.86322549888i             72117.7558737611+132083.65872463846i              72288.51719902718+131906.4466385103i              72417.05167857664+131714.56243755526i
1110                                              70331.2849202064+132570.79567358067i              70732.4809899986+132718.7432847698i               71117.98903086451+132800.95109222917i             71479.63692259465+132817.9015807671i              71810.34362975844+132775.18938222624i             72104.96851529396+132683.28141388213i             72359.74303219562+132553.28149123566i             72572.27831777147+132390.4102683909i              72741.34938956994+132207.98557171912i             72867.29055825218+132011.48309463047i
1115                                              70764.85493775079+132913.1122204862i              71172.62196317408+133057.08926224976i             71563.52470568808+133134.45594496408i             71929.31910410503+133145.9102909336i              72262.89091489614+133097.29355379718i             72559.10998836148+132999.3210441433i              72814.25418749078+132863.3347738353i              73026.01432736768+132694.74843703746i             73193.27351278802+132507.09022947052i             73316.5010289997+132305.9763222787i
